order_date,city,id_user,item_name,price,category
08-01-2021,Mysore,b049,Hummus Wrap,160,wraps and salads
08-01-2021,Mysore,bd4e,Spicy Fried Rice,250,rice and noodles
08-01-2021,Mysore,c845,Veggie Bowl,300,international
08-01-2021,Mysore,cb4f,Cheese Salad,180,wraps and salads
08-01-2021,Mysore,cc46,Veggie Bowl,300,international
08-01-2021,Mysore,cf43,Cheese Salad,180,wraps and salads
08-01-2021,Mysore,d048,Veg pizza,320,international
08-01-2021,Mysore,d048,Spicy Fried Rice,250,rice and noodles
08-01-2021,Mysore,e44e,Veg Noodles,190,rice and noodles
08-01-2021,Mysore,e44e,Veg pizza,320,international
08-01-2021,Mysore,fc4e,Veggie Bowl,300,international
08-01-2021,Mysore,fc4c,Veggie Bowl,300,international
08-01-2021,Mysore,fc43,Cheese Salad,180,wraps and salads
08-01-2021,Mysore,fc43,Veg pizza,320,international
08-01-2021,Coimbatore,1.00E+48,Plain Rice,80,rice and noodles
08-01-2021,Coimbatore,2a47,Plain Rice,80,rice and noodles
08-01-2021,Coimbatore,064e,Veggie Bowl,300,international
08-01-2021,Coimbatore,2543,Veggie Bowl,300,international
08-01-2021,Coimbatore,574a,Plain Rice,80,rice and noodles
08-01-2021,Coimbatore,844f,Soya Chunks,220,starters
08-01-2021,Coimbatore,304e,Soya Chunks,220,starters
08-01-2021,Coimbatore,4841,Soya Chunks,220,starters
08-01-2021,Coimbatore,534c,Veggie Bowl,300,international
08-01-2021,Coimbatore,614b,Plain Rice,80,rice and noodles
08-01-2021,Coimbatore,6141,Soya Chunks,220,starters
08-01-2021,Coimbatore,904a,Veggie Bowl,300,international
08-01-2021,Coimbatore,1945,Veg pizza,320,international
08-01-2021,Coimbatore,7141,Veggie Bowl,300,international
08-01-2021,Coimbatore,b641,Soya Chunks,220,starters
08-01-2021,Coimbatore,bb43,Veggie Bowl,300,international
08-01-2021,Coimbatore,c24c,Plain Rice,80,rice and noodles
08-01-2021,Coimbatore,d74e,Veggie Bowl,300,international
08-01-2021,Coimbatore,d74e,Veggie Bowl,300,international
08-01-2021,Coimbatore,e244,Veg pizza,320,international
08-01-2021,Coimbatore,f742,Soya Chunks,220,starters
08-01-2021,Indore,0b44,Bread with Jam,100,bread
08-01-2021,Indore,1a4d,Spicy Fried Rice,250,rice and noodles
08-01-2021,Indore,2b43,Veg Noodles,190,rice and noodles
08-01-2021,Indore,6b42,Veg Noodles,190,rice and noodles
08-01-2021,Indore,8a47,Spicy Fried Rice,250,rice and noodles
08-01-2021,Indore,2340,Veg pizza,320,international
08-01-2021,Indore,2440,Mushroom Fried Rice,230,rice and noodles
08-01-2021,Indore,7447,Veg Noodles,190,rice and noodles
08-01-2021,Indore,5649,Hummus Wrap,160,wraps and salads
08-01-2021,Indore,6444,Spicy Fried Rice,250,rice and noodles
08-01-2021,Indore,9045,Soya Chunks,220,starters
08-01-2021,Indore,844a,Veg pizza,320,international
08-01-2021,Indore,843,Veggie Bowl,300,international
08-01-2021,Indore,5747,Hummus Wrap,160,wraps and salads
08-01-2021,Indore,774f,Veg Noodles,190,rice and noodles
08-01-2021,Indore,ac43,Mushroom Fried Rice,230,rice and noodles
08-01-2021,Indore,af47,Veg pizza,320,international
08-01-2021,Indore,b54c,Bread with Jam,100,bread
08-01-2021,Indore,b946,Hummus Wrap,160,wraps and salads
08-01-2021,Indore,ba41,Mushroom Fried Rice,230,rice and noodles
08-01-2021,Indore,bb4e,Mushroom Fried Rice,230,rice and noodles
08-01-2021,Indore,bc46,Soya Chunks,220,starters
08-01-2021,Indore,c940,Veg Noodles,190,rice and noodles
08-01-2021,Indore,ca4c,Hummus Wrap,160,wraps and salads
08-01-2021,Indore,e244,Mushroom Fried Rice,230,rice and noodles
08-01-2021,Indore,e24f,Mushroom Fried Rice,230,rice and noodles
08-01-2021,Indore,e941,Mushroom Fried Rice,230,rice and noodles
08-01-2021,Indore,e542,Veggie Bowl,300,international
08-01-2021,Indore,ea47,Veg Noodles,190,rice and noodles
08-01-2021,Indore,f546,Veg pizza,320,international
08-01-2021,Indore,fe48,Plain Rice,80,rice and noodles
08-02-2021,Chennai,a741,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Chennai,c24d,Veg Noodles,190,rice and noodles
08-02-2021,Mumbai,2f47,Bread with Jam,100,bread
08-02-2021,Mumbai,3d49,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Mumbai,4c49,Plain Rice,80,rice and noodles
08-02-2021,Mumbai,4f4c,Cheese Salad,180,wraps and salads
08-02-2021,Mumbai,124a,Bread with Jam,100,bread
08-02-2021,Mumbai,224d,Veggie Bowl,300,international
08-02-2021,Mumbai,244f,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Mumbai,264a,Hummus Wrap,160,wraps and salads
08-02-2021,Mumbai,7742,Soya Chunks,220,starters
08-02-2021,Mumbai,8240,Veg Noodles,190,rice and noodles
08-02-2021,Mumbai,748,Bread with Jam,100,bread
08-02-2021,Mumbai,1041,Bread with Jam,100,bread
08-02-2021,Mumbai,6245,Cheese Salad,180,wraps and salads
08-02-2021,Mumbai,a942,Veggie Bowl,300,international
08-02-2021,Mumbai,a649,Bread with Jam,100,bread
08-02-2021,Mumbai,ff47,Bread with Jam,100,bread
08-02-2021,Delhi,4640,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Hyderabad,1.00E+46,Plain Rice,80,rice and noodles
08-02-2021,Hyderabad,3b41,Spicy Fried Rice,250,rice and noodles
08-02-2021,Hyderabad,3d44,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Hyderabad,4.00E+47,Cheese Salad,180,wraps and salads
08-02-2021,Hyderabad,6a4d,Bread with Jam,100,bread
08-02-2021,Hyderabad,6b41,Hummus Wrap,160,wraps and salads
08-02-2021,Hyderabad,004e,Veggie Bowl,300,international
08-02-2021,Hyderabad,1544,Veggie Bowl,300,international
08-02-2021,Hyderabad,4340,Veggie Bowl,300,international
08-02-2021,Hyderabad,8041,Veggie Bowl,300,international
08-02-2021,Hyderabad,914f,Spicy Fried Rice,250,rice and noodles
08-02-2021,Hyderabad,954f,Spicy Fried Rice,250,rice and noodles
08-02-2021,Hyderabad,374e,Cheese Salad,180,wraps and salads
08-02-2021,Hyderabad,6145,Veggie Bowl,300,international
08-02-2021,Hyderabad,5049,Veggie Bowl,300,international
08-02-2021,Hyderabad,1342,Soya Chunks,220,starters
08-02-2021,Hyderabad,474c,Veg pizza,320,international
08-02-2021,Hyderabad,204e,Veg Noodles,190,rice and noodles
08-02-2021,Hyderabad,714e,Veg Noodles,190,rice and noodles
08-02-2021,Hyderabad,ab44,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Hyderabad,b947,Hummus Wrap,160,wraps and salads
08-02-2021,Hyderabad,c24e,Veg Noodles,190,rice and noodles
08-02-2021,Hyderabad,e44d,Veggie Bowl,300,international
08-02-2021,Bhopal,7940,Veg Noodles,190,rice and noodles
08-02-2021,Bhopal,7940,Cheese Salad,180,wraps and salads
08-02-2021,Bhopal,7940,Hummus Wrap,160,wraps and salads
08-02-2021,Bhopal,7940,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Bhopal,7940,Veg pizza,320,international
08-02-2021,Bhopal,7940,Bread with Jam,100,bread
08-02-2021,Bhopal,7940,Spicy Fried Rice,250,rice and noodles
08-02-2021,Bhopal,7940,Plain Rice,80,rice and noodles
08-02-2021,Bhopal,7940,Soya Chunks,220,starters
08-02-2021,Bhopal,7940,Veggie Bowl,300,international
08-02-2021,Kolkata,5043,Cheese Salad,180,wraps and salads
08-02-2021,Kolkata,5043,Hummus Wrap,160,wraps and salads
08-02-2021,Kolkata,5043,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Kolkata,5043,Veg pizza,320,international
08-02-2021,Kolkata,5043,Bread with Jam,100,bread
08-02-2021,Kolkata,5043,Spicy Fried Rice,250,rice and noodles
08-02-2021,Chandigarh,5d41,Spicy Fried Rice,250,rice and noodles
08-02-2021,Chandigarh,9.00E+42,Cheese Salad,180,wraps and salads
08-02-2021,Chandigarh,9f41,Veggie Bowl,300,international
08-02-2021,Chandigarh,8647,Hummus Wrap,160,wraps and salads
08-02-2021,Chandigarh,234e,Veggie Bowl,300,international
08-02-2021,Chandigarh,214a,Bread with Jam,100,bread
08-02-2021,Chandigarh,a243,Hummus Wrap,160,wraps and salads
08-02-2021,Chandigarh,d449,Veggie Bowl,300,international
08-02-2021,Bangalore,5f4e,Bread with Jam,100,bread
08-02-2021,Bangalore,6a46,Hummus Wrap,160,wraps and salads
08-02-2021,Bangalore,784b,Hummus Wrap,160,wraps and salads
08-02-2021,Bangalore,a34b,Bread with Jam,100,bread
08-02-2021,Bangalore,c544,Bread with Jam,100,bread
08-02-2021,Bangalore,c64d,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Bangalore,f94a,Veggie Bowl,300,international
08-02-2021,Mysore,0f4a,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Mysore,3b4a,Veg Noodles,190,rice and noodles
08-02-2021,Mysore,4b40,Cheese Salad,180,wraps and salads
08-02-2021,Mysore,5.00E+49,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Mysore,6c41,Veggie Bowl,300,international
08-02-2021,Mysore,7d40,Veg Noodles,190,rice and noodles
08-02-2021,Mysore,9c43,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Mysore,9c43,Soya Chunks,220,starters
08-02-2021,Mysore,1344,Soya Chunks,220,starters
08-02-2021,Mysore,884c,Cheese Salad,180,wraps and salads
08-02-2021,Mysore,b049,Veggie Bowl,300,international
08-02-2021,Mysore,d048,Cheese Salad,180,wraps and salads
08-02-2021,Mysore,d048,Bread with Jam,100,bread
08-02-2021,Mysore,e44e,Veg Noodles,190,rice and noodles
08-02-2021,Mysore,e44e,Hummus Wrap,160,wraps and salads
08-02-2021,Mysore,fc4c,Veggie Bowl,300,international
08-02-2021,Coimbatore,3f48,Soya Chunks,220,starters
08-02-2021,Coimbatore,3f48,Veggie Bowl,300,international
08-02-2021,Coimbatore,2543,Veg pizza,320,international
08-02-2021,Coimbatore,574a,Soya Chunks,220,starters
08-02-2021,Coimbatore,574a,Veggie Bowl,300,international
08-02-2021,Coimbatore,984b,Soya Chunks,220,starters
08-02-2021,Coimbatore,4143,Soya Chunks,220,starters
08-02-2021,Coimbatore,4841,Plain Rice,80,rice and noodles
08-02-2021,Coimbatore,534c,Veggie Bowl,300,international
08-02-2021,Coimbatore,574d,Soya Chunks,220,starters
08-02-2021,Coimbatore,6141,Veggie Bowl,300,international
08-02-2021,Coimbatore,1945,Veg pizza,320,international
08-02-2021,Coimbatore,a840,Veggie Bowl,300,international
08-02-2021,Coimbatore,da40,Soya Chunks,220,starters
08-02-2021,Coimbatore,e244,Veggie Bowl,300,international
08-02-2021,Indore,0b44,Veggie Bowl,300,international
08-02-2021,Indore,1a4d,Hummus Wrap,160,wraps and salads
08-02-2021,Indore,2b43,Cheese Salad,180,wraps and salads
08-02-2021,Indore,6b42,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Indore,8a47,Soya Chunks,220,starters
08-02-2021,Indore,2340,Veg Noodles,190,rice and noodles
08-02-2021,Indore,2440,Veg pizza,320,international
08-02-2021,Indore,7447,Hummus Wrap,160,wraps and salads
08-02-2021,Indore,5649,Bread with Jam,100,bread
08-02-2021,Indore,734f,Soya Chunks,220,starters
08-02-2021,Indore,9045,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Indore,844a,Veggie Bowl,300,international
08-02-2021,Indore,5747,Plain Rice,80,rice and noodles
08-02-2021,Indore,774f,Bread with Jam,100,bread
08-02-2021,Indore,ac43,Plain Rice,80,rice and noodles
08-02-2021,Indore,af47,Veggie Bowl,300,international
08-02-2021,Indore,b54c,Veg Noodles,190,rice and noodles
08-02-2021,Indore,b946,Hummus Wrap,160,wraps and salads
08-02-2021,Indore,ba41,Veggie Bowl,300,international
08-02-2021,Indore,bb4e,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Indore,bc46,Spicy Fried Rice,250,rice and noodles
08-02-2021,Indore,c940,Plain Rice,80,rice and noodles
08-02-2021,Indore,ca4c,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Indore,e244,Plain Rice,80,rice and noodles
08-02-2021,Indore,e24f,Veggie Bowl,300,international
08-02-2021,Indore,e941,Bread with Jam,100,bread
08-02-2021,Indore,e542,Mushroom Fried Rice,230,rice and noodles
08-02-2021,Indore,f546,Cheese Salad,180,wraps and salads
08-02-2021,Indore,fe48,Spicy Fried Rice,250,rice and noodles
08-05-2021,Chennai,854d,Brinjal 65,230,starters
08-05-2021,Chennai,a941,Vegan Fried Paneer,250,starters
08-05-2021,Mumbai,3d49,Fruit Salad,220,wraps and salads
08-05-2021,Mumbai,3f45,Vegan Fried Paneer,250,starters
08-05-2021,Mumbai,4c49,Spicy Quesadilla,220,international
08-05-2021,Mumbai,5a40,Spring Rolls,120,starters
08-05-2021,Mumbai,7d4f,Greek Tomato rice,200,rice and noodles
08-05-2021,Mumbai,7.00E+45,Greek Tomato rice,200,rice and noodles
08-05-2021,Mumbai,124a,Mango Lassi,90,juices
08-05-2021,Mumbai,264a,Mashed potatoes,240,starters
08-05-2021,Mumbai,1041,Falafel,130,international
08-05-2021,Mumbai,2841,Mango Lassi,90,juices
08-05-2021,Mumbai,6245,Fruit Salad,220,wraps and salads
08-05-2021,Mumbai,834f,Spring Rolls,120,starters
08-05-2021,Mumbai,a942,Mango Lassi,90,juices
08-05-2021,Mumbai,ac4a,Fruit Salad,220,wraps and salads
08-05-2021,Mumbai,c343,Mango Lassi,90,juices
08-05-2021,Mumbai,df4b,Mango Lassi,90,juices
08-05-2021,Mumbai,ff47,Korean Noodles,200,rice and noodles
08-05-2021,Delhi,4c47,Mashed potatoes,240,starters
08-05-2021,Delhi,4c47,Mango Lassi,90,juices
08-05-2021,Delhi,4c47,Korean Noodles,200,rice and noodles
08-05-2021,Delhi,4f4d,Mango Lassi,90,juices
08-05-2021,Delhi,914e,Spring Rolls,120,starters
08-05-2021,Delhi,de42,Mashed potatoes,240,starters
08-05-2021,Hyderabad,1.00E+46,Vegan Fried Paneer,250,starters
08-05-2021,Hyderabad,004e,Spicy Quesadilla,220,international
08-05-2021,Hyderabad,2649,Mango Lassi,90,juices
08-05-2021,Hyderabad,8041,Mango Lassi,90,juices
08-05-2021,Hyderabad,8345,Spring Rolls,120,starters
08-05-2021,Hyderabad,914f,Mango Lassi,90,juices
08-05-2021,Hyderabad,7941,Spring Rolls,120,starters
08-05-2021,Hyderabad,374e,Korean Noodles,200,rice and noodles
08-05-2021,Hyderabad,5049,Mashed potatoes,240,starters
08-05-2021,Hyderabad,1342,Korean Noodles,200,rice and noodles
08-05-2021,Hyderabad,5048,Mashed potatoes,240,starters
08-05-2021,Hyderabad,1641,Spring Rolls,120,starters
08-05-2021,Hyderabad,204e,Mango Lassi,90,juices
08-05-2021,Hyderabad,ab44,Vegan Fried Paneer,250,starters
08-05-2021,Hyderabad,b947,Korean Noodles,200,rice and noodles
08-05-2021,Hyderabad,bb45,Fruit Salad,220,wraps and salads
08-05-2021,Hyderabad,d842,Spring Rolls,120,starters
08-05-2021,Hyderabad,da44,Mashed potatoes,240,starters
08-05-2021,Hyderabad,dc48,Brinjal 65,230,starters
08-05-2021,Kolkata,5043,Brinjal 65,230,starters
08-05-2021,Kolkata,5043,Greek Tomato rice,200,rice and noodles
08-05-2021,Kolkata,5043,Mango Lassi,90,juices
08-05-2021,Kolkata,5043,Korean Noodles,200,rice and noodles
08-05-2021,Kolkata,5043,Fruit Salad,220,wraps and salads
08-05-2021,Kolkata,5043,Vegan Fried Paneer,250,starters
08-05-2021,Chandigarh,9b49,Mango Lassi,90,juices
08-05-2021,Chandigarh,9.00E+42,Falafel,130,international
08-05-2021,Chandigarh,6840,Fruit Salad,220,wraps and salads
08-05-2021,Chandigarh,9645,Brinjal 65,230,starters
08-05-2021,Chandigarh,8647,Fruit Salad,220,wraps and salads
08-05-2021,Chandigarh,214a,Brinjal 65,230,starters
08-05-2021,Chandigarh,a243,Fruit Salad,220,wraps and salads
08-05-2021,Chandigarh,ce44,Greek Tomato rice,200,rice and noodles
08-05-2021,Chandigarh,e44c,Falafel,130,international
08-05-2021,Chandigarh,fb4e,Fruit Salad,220,wraps and salads
08-05-2021,Bangalore,6a46,Korean Noodles,200,rice and noodles
08-05-2021,Bangalore,6f46,Greek Tomato rice,200,rice and noodles
08-05-2021,Bangalore,104d,Fruit Salad,220,wraps and salads
08-05-2021,Bangalore,784b,Greek Tomato rice,200,rice and noodles
08-05-2021,Bangalore,c544,Mashed potatoes,240,starters
08-05-2021,Bangalore,e947,Spicy Quesadilla,220,international
08-05-2021,Mysore,2a4d,Mango Lassi,90,juices
08-05-2021,Mysore,3b4a,Mashed potatoes,240,starters
08-05-2021,Mysore,4b40,Brinjal 65,230,starters
08-05-2021,Mysore,5.00E+49,Mango Lassi,90,juices
08-05-2021,Mysore,5.00E+49,Fruit Salad,220,wraps and salads
08-05-2021,Mysore,6c41,Brinjal 65,230,starters
08-05-2021,Mysore,6c41,Mango Lassi,90,juices
08-05-2021,Mysore,9c43,Mango Lassi,90,juices
08-05-2021,Mysore,9c43,Vegan Fried Paneer,250,starters
08-05-2021,Mysore,1344,Mango Lassi,90,juices
08-05-2021,Mysore,4645,Greek Tomato rice,200,rice and noodles
08-05-2021,Mysore,9841,Mashed potatoes,240,starters
08-05-2021,Mysore,924d,Mango Lassi,90,juices
08-05-2021,Mysore,3446,Brinjal 65,230,starters
08-05-2021,Mysore,474f,Brinjal 65,230,starters
08-05-2021,Mysore,8943,Mashed potatoes,240,starters
08-05-2021,Mysore,c845,Fruit Salad,220,wraps and salads
08-05-2021,Mysore,c84a,Mango Lassi,90,juices
08-05-2021,Mysore,e44e,Vegan Fried Paneer,250,starters
08-05-2021,Mysore,e44e,Spicy Quesadilla,220,international
08-05-2021,Mysore,f94a,Korean Noodles,200,rice and noodles
08-05-2021,Coimbatore,5.00E+41,Mango Lassi,90,juices
08-05-2021,Coimbatore,6d48,Vegan Fried Paneer,250,starters
08-05-2021,Coimbatore,9d4e,Spicy Quesadilla,220,international
08-05-2021,Coimbatore,364a,Falafel,130,international
08-05-2021,Coimbatore,7848,Falafel,130,international
08-05-2021,Coimbatore,574d,Mango Lassi,90,juices
08-05-2021,Coimbatore,6141,Mango Lassi,90,juices
08-05-2021,Coimbatore,654a,Mango Lassi,90,juices
08-05-2021,Coimbatore,1945,Mango Lassi,90,juices
08-05-2021,Coimbatore,be4c,Spicy Quesadilla,220,international
08-05-2021,Coimbatore,cc4e,Vegan Fried Paneer,250,starters
08-05-2021,Coimbatore,ef40,Mango Lassi,90,juices
08-05-2021,Coimbatore,ef42,Vegan Fried Paneer,250,starters
08-05-2021,Coimbatore,fa44,Falafel,130,international
08-05-2021,Indore,0b44,Spring Rolls,120,starters
08-05-2021,Indore,1a4d,Fruit Salad,220,wraps and salads
08-05-2021,Indore,2b43,Spring Rolls,120,starters
08-05-2021,Indore,5c4e,Mango Lassi,90,juices
08-05-2021,Indore,6b42,Korean Noodles,200,rice and noodles
08-05-2021,Indore,8a47,Spring Rolls,120,starters
08-05-2021,Indore,2340,Mango Lassi,90,juices
08-05-2021,Indore,2440,Vegan Fried Paneer,250,starters
08-05-2021,Indore,7447,Brinjal 65,230,starters
08-05-2021,Indore,9045,Spring Rolls,120,starters
08-05-2021,Indore,844a,Mango Lassi,90,juices
08-05-2021,Indore,843,Spring Rolls,120,starters
08-05-2021,Indore,5747,Mango Lassi,90,juices
08-05-2021,Indore,354d,Mango Lassi,90,juices
08-05-2021,Indore,774f,Mashed potatoes,240,starters
08-05-2021,Indore,ba41,Mango Lassi,90,juices
08-05-2021,Indore,bb4e,Korean Noodles,200,rice and noodles
08-05-2021,Indore,bc46,Vegan Fried Paneer,250,starters
08-05-2021,Indore,c940,Spicy Quesadilla,220,international
08-05-2021,Indore,e24f,Greek Tomato rice,200,rice and noodles
08-05-2021,Indore,e24f,Vegan Fried Paneer,250,starters
08-05-2021,Indore,e941,Greek Tomato rice,200,rice and noodles
08-05-2021,Indore,e542,Falafel,130,international
08-05-2021,Indore,ea47,Fruit Salad,220,wraps and salads
08-05-2021,Indore,f546,Mango Lassi,90,juices
08-05-2021,Indore,fe48,Vegan Fried Paneer,250,starters
08-06-2021,Chennai,424d,Vegan Fried Paneer,250,starters
08-06-2021,Chennai,854d,Greek Tomato rice,200,rice and noodles
08-06-2021,Chennai,7843,Vegan Fried Paneer,250,starters
08-06-2021,Chennai,a741,Greek Tomato rice,200,rice and noodles
08-06-2021,Mumbai,0d4b,Falafel,130,international
08-06-2021,Mumbai,1b45,Spring Rolls,120,starters
08-06-2021,Mumbai,3d49,Falafel,130,international
08-06-2021,Mumbai,3f45,Spring Rolls,120,starters
08-06-2021,Mumbai,4c4f,Vegan Fried Paneer,250,starters
08-06-2021,Mumbai,4c49,Fruit Salad,220,wraps and salads
08-06-2021,Mumbai,5a40,Vegan Fried Paneer,250,starters
08-06-2021,Mumbai,7.00E+45,Spring Rolls,120,starters
08-06-2021,Mumbai,124a,Korean Noodles,200,rice and noodles
08-06-2021,Mumbai,124a,Spring Rolls,120,starters
08-06-2021,Mumbai,244f,Spring Rolls,120,starters
08-06-2021,Mumbai,264a,Spring Rolls,120,starters
08-06-2021,Mumbai,264a,Fruit Salad,220,wraps and salads
08-06-2021,Mumbai,624a,Spicy Quesadilla,220,international
08-06-2021,Mumbai,7742,Spicy Quesadilla,220,international
08-06-2021,Mumbai,748,Korean Noodles,200,rice and noodles
08-06-2021,Mumbai,748,Spicy Quesadilla,220,international
08-06-2021,Mumbai,2841,Korean Noodles,200,rice and noodles
08-06-2021,Mumbai,6245,Korean Noodles,200,rice and noodles
08-06-2021,Mumbai,7449,Spring Rolls,120,starters
08-06-2021,Mumbai,834f,Fruit Salad,220,wraps and salads
08-06-2021,Mumbai,a942,Falafel,130,international
08-06-2021,Mumbai,da45,Spring Rolls,120,starters
08-06-2021,Mumbai,ff47,Spring Rolls,120,starters
08-06-2021,Delhi,4c47,Greek Tomato rice,200,rice and noodles
08-06-2021,Delhi,4c47,Falafel,130,international
08-06-2021,Delhi,4f4d,Brinjal 65,230,starters
